NroTrx;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice;diasem
P059921;69182;240.4;Chrome;Windows;other;Lun
P059922;39543;77.8;Samsung Internet;Android;Samsung;Lun
P059923;37081;97.8;Chrome Mobile;Android;other;Lun
P059924;83209;141.6;Safari;Mac OS X;other;Lun
P059925;33846;58;Chrome;Windows;other;Lun
P059926;95126;64.2;Mobile Safari;iOS;iPhone;Lun
P059927;61350;185.6;Chrome;Windows;other;Lun
P059928;38058;128.9;Chrome;Windows;other;Lun
P059929;41627;91.5;Desconocido;Other;iOS;Lun
P059930;93230;145.9;Chrome;Windows;other;Lun
P059931;36202;122;Chrome Mobile;Android;other;Lun
P059932;95135;52;Chrome Mobile;Android;other;Lun
P059933;95139;74.1;Chrome;Windows;other;Lun
P059934;64065;117.6;Chrome Mobile iOS;iOS;iPad;Lun
P059935;70239;246;Chrome;Windows;other;Lun
P059936;94102;99;Desconocido;Other;other;Lun
P059937;66370;101.9;Chrome;Windows;other;Lun
P059938;55943;125;Chrome;Windows;other;Lun
P059939;49357;122.7;Firefox;Windows;other;Lun
P059940;67022;89.7;Mobile Safari;iOS;iPhone;Lun
P059941;60232;120.9;Chrome;Windows;other;Lun
P059942;94873;122;Desconocido;Other;iOS;Lun
P059943;53042;80;Chrome;Mac OS X;other;Lun
P059944;36242;106.7;Samsung Internet;Android;Samsung;Lun
P059945;70028;92.9;Chrome;Windows;other;Lun
P059946;51253;104;Chrome;Windows;other;Lun
P059947;83790;58;Mobile Safari;iOS;iPhone;Lun
P059948;44758;435.7;Chrome;Windows;other;Lun
P059949;51253;127;Chrome;Windows;other;Lun
P059950;53059;57;Chrome;Windows;other;Lun
P059951;67522;75.8;Chrome;Windows;other;Lun
P059952;65358;139.6;Chrome;Windows;other;Lun
P059953;82106;70.9;Chrome;Windows;other;Lun
P059954;60819;82.3;Chrome;Windows;other;Lun
P059955;73889;57;Chrome;Windows;other;Lun
P059956;64355;87.4;Firefox;Windows;other;Lun
P059957;52204;128;Chrome;Windows;other;Lun
P059958;61360;54.8;Chrome;Windows;other;Lun
P059959;60107;296.9;Mobile Safari;iOS;iPhone;Lun
P059960;57841;55.4;Chrome;Windows;other;Lun
P059961;37683;71;Chrome Mobile;Android;other;Lun
P059962;95160;376.5;Chrome Mobile iOS;iOS;iPad;Lun
P059963;70240;62.9;Chrome;Windows;other;Lun
P059964;48128;99.5;Mobile Safari;iOS;iPhone;Lun
P059965;60661;125.2;Chrome;Windows;other;Lun
P059966;61003;115.9;Chrome;Windows;other;Lun
P059967;46148;348;Chrome;Mac OS X;other;Lun
P059968;95159;79.9;Chrome;Windows;other;Lun
P059969;38170;112.4;Chrome;Windows;other;Lun
P059970;71286;170.2;Chrome;Mac OS X;other;Lun
P059971;54010;96.8;Mobile Safari;iOS;iPhone;Lun
P059972;41374;103;Chrome;Windows;other;Lun
P059973;52768;70.2;Chrome;Windows;other;Lun
P059974;51557;151.6;Chrome;Windows;other;Lun
P059975;74834;53;Desconocido;Other;iOS;Lun
P059976;55060;63.4;Safari;Mac OS X;other;Lun
P059977;81919;122.7;Chrome;Windows;other;Lun
P059978;72838;201.4;Desconocido;Other;other;Lun
P059979;95166;52;Chrome;Windows;other;Lun
P059980;39212;172.8;Chrome;Mac OS X;other;Lun
P059981;95150;72.1;Safari;Mac OS X;other;Lun
P059982;35912;169.6;Chrome Mobile;Android;other;Lun
P059983;53700;125.4;Chrome;Windows;other;Lun
P059984;39241;110.8;Mobile Safari;iOS;iPhone;Lun
P059985;33869;159.1;Chrome;Windows;other;Lun
P059986;95170;96.9;Chrome Mobile;Android;other;Lun
P059987;38132;66.8;Chrome;Windows;other;Lun
P059988;79353;69.9;Chrome;Mac OS X;other;Lun
P059989;48006;119;Chrome;Windows;other;Lun
P059990;61726;75.9;Chrome;Windows;other;Lun
P059991;95171;246.2;Chrome;Windows;other;Lun
P059992;94896;90;Safari;Mac OS X;other;Lun
P059993;42332;69.5;Chrome;Windows;other;Lun
P059994;61726;148.5;Chrome;Windows;other;Lun
P059995;42541;124.5;Chrome;Mac OS X;other;Lun
P059996;95096;210.7;Safari;Mac OS X;other;Lun
P059997;58508;81;Chrome;Windows;other;Lun
P059998;53252;54;Chrome Mobile;Android;other;Lun
P059999;35257;275.1;Chrome;Windows;other;Lun
P060000;70513;102.3;Chrome;Mac OS X;other;Lun
P060001;78658;67;Firefox;Windows;other;Lun
P060002;36117;148.3;Chrome;Windows;other;Lun
P060003;95173;144.7;Safari;Mac OS X;other;Lun
P060004;44754;74;Chrome;Mac OS X;other;Lun
P060005;90311;171.1;Safari;Mac OS X;other;Lun
P060006;35427;88.8;Chrome;Windows;other;Lun
P060007;54838;84;Chrome;Windows;other;Lun
P060008;72342;84.7;Chrome;Windows;other;Lun
P060009;75804;63.3;Chrome;Windows;other;Lun
P060010;41645;70.3;Mobile Safari;iOS;iPhone;Lun
P060011;51327;138;Chrome;Windows;other;Lun
P060012;45147;151.6;Chrome;Windows;other;Lun
P060013;88554;107.3;Chrome Mobile;Android;other;Lun
P060014;44328;100.9;Mobile Safari;iOS;iPhone;Lun
P060015;68986;262.7;Chrome;Windows;other;Lun
P060016;41645;55.8;Mobile Safari;iOS;iPhone;Lun
P060017;95198;76.3;Chrome;Windows;other;Lun
P060018;47360;122.8;Chrome;Windows;other;Lun
P060019;35492;184.7;Desconocido;Other;iOS;Lun
P060020;65388;50;Chrome Mobile;Android;other;Lun
P060021;38995;69;Chrome Mobile;Android;other;Lun
P060022;37349;78.5;Chrome;Windows;other;Lun
P060023;42406;83;Mobile Safari;iOS;iPhone;Lun
P060024;35659;151.8;Chrome;Windows;other;Lun
P060025;66835;88.6;Mobile Safari;iOS;iPhone;Lun
P060026;56546;105.8;Chrome;Windows;other;Lun
P060027;73819;54;Mobile Safari;iOS;iPhone;Lun
P060028;50019;124.5;Chrome;Windows;other;Lun
P060029;95202;139;Chrome Mobile;Android;other;Lun
P060030;41764;123.5;Chrome;Android;other;Lun
P060031;39038;115.8;Chrome;Windows;other;Lun
P060032;65345;57;Chrome Mobile;Android;Moto;Lun
P060033;53963;262.2;Mobile Safari;iOS;iPhone;Lun
P060034;73490;106;Desconocido;Other;iOS;Lun
P060035;35883;80.2;Safari;Mac OS X;other;Lun
P060036;62221;204.6;Firefox;Windows;other;Lun
P060037;65352;98.4;Chrome;Windows;other;Lun
P060038;37098;116.6;Chrome;Windows;other;Lun
P060039;49441;119;Desconocido;Other;iOS;Lun
P060040;70808;61.4;Chrome;Windows;other;Lun
P060041;61661;71.5;Edge;Windows;other;Lun
P060042;49678;71;Chrome Mobile;Android;other;Lun
P060043;95212;80.5;Chrome;Windows;other;Lun
P060044;76220;60;Chrome Mobile;Android;other;Lun
P060045;36356;74;Chrome;Windows;other;Lun
P060046;47968;50.2;Chrome;Windows;other;Lun
P060047;62883;80;Edge;Windows;other;Lun
P060048;53941;112;Chrome Mobile;Android;other;Lun
P060049;51585;184.5;Chrome;Mac OS X;other;Lun
P060050;47161;126.9;Chrome;Windows;other;Lun
P060051;95201;106;Chrome;Windows;other;Lun
P060052;49564;76.5;Chrome;Mac OS X;other;Lun
P060053;48556;283;Chrome;Android;other;Lun
P060054;79443;106.8;Chrome;Windows;other;Lun
P060055;63436;111;Samsung Internet;Android;Samsung;Lun
P060056;78127;111.9;Chrome;Windows;other;Lun
P060057;36989;173.6;Chrome;Windows;other;Lun
P060058;53779;76.6;Desconocido;Other;other;Lun
P060059;36869;71;Chrome;Windows;other;Lun
P060060;49725;189;Chrome Mobile;Android;other;Lun
P060061;45791;69.5;Chrome;Mac OS X;other;Lun
P060062;95223;101.4;Desconocido;Other;other;Lun
P060063;64861;60.7;Mobile Safari;WKWebView;iOS;Lun
P060064;60259;203.4;Mobile Safari;iOS;iPhone;Lun
P060065;46427;310.2;Mobile Safari;iOS;iPhone;Lun
P060066;39068;183.1;Desconocido;Other;iOS;Lun
P060067;44474;117.6;Mobile Safari;iOS;iPhone;Lun
P060068;37357;426.6;Desconocido;Other;other;Lun
P060069;53377;96.3;Chrome;Windows;other;Lun
P060070;66331;374.3;Chrome;Windows;other;Lun
P060071;61965;222.5;Desconocido;Other;iOS;Lun
P060072;52770;64.4;Safari;Mac OS X;other;Lun
P060073;45066;158.9;Chrome;Windows;other;Lun
P060074;43282;156.9;Mobile Safari;iOS;iPhone;Lun
P060075;95221;71.9;Chrome;Windows;other;Lun
P060076;41539;76;Safari;Mac OS X;other;Lun
P060077;68317;55;Samsung Internet;Android;Samsung;Lun
P060078;47744;81.1;Chrome;Windows;other;Lun
P060079;95216;156.6;Chrome;Mac OS X;other;Lun
P060080;55081;156.8;Mobile Safari;iOS;iPhone;Lun
P060081;61715;79.8;Chrome Mobile;Android;other;Lun
P060082;42354;101.8;Mobile Safari;iOS;iPhone;Lun
P060083;54502;161.5;Chrome;Windows;other;Lun
P060084;68061;216.6;Chrome;Windows;other;Lun
P060085;85032;60;Chrome Mobile;Android;other;Lun
P060086;49561;202;Chrome;Windows;other;Lun
P060087;53697;55;Chrome;Windows;other;Lun
P060088;95242;111.3;Mobile Safari;iOS;iPhone;Lun
P060089;48790;56;Mobile Safari;iOS;iPhone;Lun
P060090;59613;140.7;Chrome Mobile iOS;iOS;iPhone;Lun
P060091;48562;79.8;Chrome Mobile;Android;other;Lun
P060092;82816;73.3;Firefox;Windows;other;Lun
P060093;65837;83;Chrome;Windows;other;Lun
P060094;95233;133;Chrome Mobile;Android;other;Lun
P060095;80629;87;Chrome;Windows;other;Lun
P060096;37446;305.1;Chrome;Windows;other;Lun
P060097;88228;66.2;Chrome;Windows;other;Lun
P060098;95242;84;Mobile Safari;iOS;iPhone;Lun
P060099;59298;149.2;Chrome;Windows;other;Lun
P060100;51044;111.5;Mobile Safari;iOS;iPad;Lun
P060101;95250;61;Desconocido;Other;other;Lun
P060102;47875;129.8;Chrome;Windows;other;Lun
P060103;66465;99;Samsung Internet;Android;Samsung;Lun
P060104;46937;215.4;Chrome;Mac OS X;other;Lun
P060105;95132;52.9;Chrome;Windows;other;Lun
P060106;95215;124;Desconocido;Other;iOS;Lun
P060107;67739;173.6;Chrome;Windows;other;Lun
P060108;95125;131.6;Chrome;Windows;other;Lun
P060109;63618;244.4;Chrome;Windows;other;Lun
P060110;52198;112;Chrome;Windows;other;Lun
P060111;63121;86;Samsung Internet;Android;Samsung;Lun
P060112;82128;111.6;Chrome;Windows;other;Lun
P060113;54298;125;Mobile Safari;iOS;iPhone;Lun
P060114;51441;104.5;Chrome;Windows;other;Lun
P060115;43326;181;Desconocido;Other;iOS;Lun
P060116;34831;146.6;Safari;Mac OS X;other;Lun
P060117;37417;382.5;Chrome;Windows;other;Lun
P060118;60771;105;Chrome;Windows;other;Lun
P060119;53341;116.7;Chrome Mobile iOS;iOS;iPad;Lun
P060120;76879;57.8;Mobile Safari;iOS;iPhone;Lun
P060121;41962;52;Chrome;Windows;other;Lun
P060122;58467;93.5;Chrome;Windows;other;Lun
P060123;73069;141;Edge;Windows;other;Lun
P060124;50147;78.8;Mobile Safari;iOS;iPhone;Lun
P060125;47612;52.8;Chrome;Windows;other;Lun
P060126;39148;188.3;Chrome Mobile;Android;other;Lun
P060127;68856;55;Chrome;Windows;other;Lun
P060128;73818;133.5;Chrome Mobile;Android;other;Lun
P060129;49941;57.6;Chrome;Windows;other;Lun
P060130;76717;123;Desconocido;Other;iOS;Lun
P060131;95266;141.8;Mobile Safari;iOS;iPhone;Lun
P060132;33812;115.9;Desconocido;Other;iOS;Lun
P060133;46034;209.9;Chrome;Windows;other;Lun
P060134;95270;64.8;Desconocido;Other;other;Lun
P060135;39600;113;Chrome;Windows;other;Lun
P060136;34701;241.7;Chrome Mobile iOS;iOS;iPhone;Lun
P060137;52438;100;Chrome;Windows;other;Lun
P060138;95272;55;Firefox;Windows;other;Lun
P060139;52269;133.7;Chrome;Mac OS X;other;Lun
P060140;95276;56.2;Mobile Safari;iOS;iPhone;Lun
P060141;60417;109.8;Chrome;Windows;other;Lun
P060142;95264;143.4;Chrome;Mac OS X;other;Lun
P060143;66340;124;Chrome;Windows;other;Lun
P060144;33828;218.4;Chrome;Windows;other;Lun
P060145;95282;118.6;Chrome;Windows;other;Lun
P060146;71043;153.6;Chrome;Windows;other;Lun
P060147;67117;69.4;Chrome;Windows;other;Lun
P060148;75914;84.5;Chrome Mobile;Android;other;Lun
P060149;48634;71.5;Mobile Safari;iOS;iPhone;Lun
P060150;67117;69;Chrome;Windows;other;Lun
P060151;62410;112;Mobile Safari;iOS;iPhone;Lun
P060152;40513;62.2;Mobile Safari;iOS;iPhone;Lun
P060153;44152;110.4;Chrome;Windows;other;Lun
P060154;52224;81.5;Chrome;Windows;other;Lun
P060155;57394;236.3;Chrome Mobile;Android;other;Lun
P060156;86160;80;Mobile Safari;iOS;iPhone;Lun
P060157;95038;65;Mobile Safari;iOS;iPhone;Lun
P060158;95200;134.4;Chrome;Mac OS X;other;Lun
P060159;52922;98.9;Chrome;Windows;other;Lun
P060160;37611;95.4;Chrome Mobile;Android;other;Lun
P060161;57497;123.3;Chrome;Windows;other;Lun
P060162;51512;84;Chrome;Mac OS X;other;Lun
P060163;56469;141.3;Mobile Safari;iOS;iPhone;Lun
P060164;39915;79.8;Chrome;Windows;other;Lun
P060165;95213;152.7;Chrome Mobile;Android;other;Lun
P060166;72443;78;Mobile Safari;iOS;iPhone;Lun
P060167;48910;95.3;Chrome;Windows;other;Lun
P060168;66569;57;Desconocido;Other;iOS;Lun
P060169;52337;87.6;Chrome Mobile;Android;other;Lun
P060170;70032;147.5;Desconocido;Other;iOS;Lun
P060171;36111;185.5;Mobile Safari;iOS;iPhone;Lun
P060172;55784;54;Chrome;Windows;other;Lun
P060173;92074;75.6;Chrome;Windows;other;Lun
P060174;72646;53.8;Chrome;Mac OS X;other;Lun
P060175;42331;104;Chrome;Mac OS X;other;Lun
P060176;49606;139;Safari;Mac OS X;other;Lun
P060177;61332;139.6;Chrome Mobile;Android;other;Lun
P060178;62036;61.9;Mobile Safari;iOS;iPhone;Lun
P060179;43233;167.9;Chrome;Mac OS X;other;Lun
P060180;46906;183.4;Chrome Mobile;Android;other;Lun
P060181;73439;115.3;Desconocido;Other;other;Lun
P060182;46881;113.9;Mobile Safari;iOS;iPhone;Lun
P060183;63639;71.8;Chrome;Windows;other;Lun
P060184;55541;56.5;Mobile Safari;WKWebView;iOS;Lun
P060185;36904;203.3;Mobile Safari;iOS;iPhone;Lun
P060186;62036;102.1;Mobile Safari;iOS;iPhone;Lun
P060187;95295;110.5;Chrome Mobile;Android;other;Lun
P060188;53723;54.8;Chrome Mobile;Android;other;Lun
P060189;76192;151.6;Chrome Mobile iOS;iOS;iPhone;Lun
P060190;35890;58;Chrome;Windows;other;Lun
P060191;75902;91.7;Chrome;Windows;other;Lun
P060192;37116;125.8;Chrome;Mac OS X;other;Lun
P060193;59381;62.7;Mobile Safari;iOS;iPhone;Lun
P060194;45100;162.3;Mobile Safari;iOS;iPhone;Lun
P060195;95309;115;Chrome;Windows;other;Lun
P060196;45456;80.2;Chrome;Windows;other;Lun
P060197;95308;77.7;Chrome;Windows;other;Lun
P060198;81008;99.3;Chrome;Windows;other;Lun
P060199;53448;260.6;Safari;Mac OS X;other;Lun
P060200;71810;254.6;Chrome;Windows;other;Lun
P060201;37702;119.2;Chrome;Windows;other;Lun
P060202;46104;155.6;Safari;Mac OS X;other;Lun
P060203;52336;117;Chrome;Windows;other;Lun
P060204;51716;255.1;Chrome;Windows;other;Lun
P060205;76136;88.4;Mobile Safari;iOS;iPhone;Lun
P060206;46881;102.6;Mobile Safari;iOS;iPhone;Lun
P060207;43226;72;Chrome Mobile;Android;other;Lun
P060208;53035;53.2;Chrome;Windows;other;Lun
P060209;56636;161.8;Facebook;Android;other;Lun
P060210;38526;162.5;Chrome;Windows;other;Lun
P060211;94963;116.8;Desconocido;Other;other;Lun
P060212;54149;109;Chrome;Windows;other;Lun
P060213;42566;100.9;Mobile Safari;iOS;iPhone;Lun
P060214;95318;316;Chrome Mobile;Android;other;Lun
P060215;46714;252.6;Chrome;Windows;other;Lun
P060216;83496;50.6;Chrome;Windows;other;Lun
P060217;46397;54.8;Chrome;Windows;other;Lun
P060218;60271;59.9;Chrome;Windows;other;Lun
P060219;57540;87.9;Chrome;Mac OS X;other;Lun
P060220;69009;64.2;Chrome;Windows;other;Lun
P060221;82335;100.7;Chrome Mobile;Android;other;Lun
P060222;54820;175.1;Chrome;Windows;other;Lun
P060223;44860;68.3;Chrome;Windows;other;Lun
P060224;54820;52.5;Chrome;Windows;other;Lun
P060225;67772;205;Chrome;Windows;other;Lun
P060226;54820;69.2;Chrome;Windows;other;Lun
P060227;63151;106.2;Chrome;Windows;other;Lun
P060228;69826;68.6;Chrome;Windows;other;Lun
P060229;36993;155.2;Chrome;Windows;other;Lun
P060230;95330;227.4;Chrome;Windows;other;Lun
P060231;54137;65.9;Chrome Mobile;Android;other;Lun
P060232;61687;397;Mobile Safari;iOS;iPhone;Lun
P060233;51149;50.8;Mobile Safari;iOS;iPhone;Lun
P060234;53284;64;Chrome;Windows;other;Lun
P060235;33932;90.7;Mobile Safari;iOS;iPhone;Lun
P060236;37622;73.8;Chrome Mobile;Android;other;Lun
P060237;70848;88;Desconocido;Other;iOS;Lun
P060238;63961;84.3;Chrome;Windows;other;Lun
P060239;33750;55.3;Chrome;Windows;other;Lun
P060240;60365;159;Mobile Safari;iOS;iPhone;Lun
P060241;84042;99.8;Chrome;Windows;other;Lun
P060242;36942;130.6;Chrome;Mac OS X;other;Lun
P060243;91970;101.1;Chrome;Mac OS X;other;Lun
P060244;48814;111.8;Chrome;Mac OS X;other;Lun
P060245;95327;122.1;Chrome;Windows;other;Lun
P060246;60668;105.5;Chrome;Mac OS X;other;Lun
P060247;48814;58;Chrome;Mac OS X;other;Lun
P060248;95350;141;Chrome;Windows;other;Lun
P060249;84264;72.6;Chrome Mobile;Android;other;Lun
P060250;45411;168.5;Chrome;Windows;other;Lun
P060251;83975;186.8;Desconocido;Other;iOS;Mar
P060252;44929;60;Mobile Safari;iOS;iPhone;Mar
P060253;41674;137;Chrome;Windows;other;Mar
P060254;40519;64.8;Chrome;Windows;other;Mar
P060255;79145;289.7;Mobile Safari;iOS;iPhone;Mar
P060256;36363;67.8;Mobile Safari;iOS;iPhone;Mar
P060257;41674;106.9;Chrome;Windows;other;Mar
P060258;64780;69.2;Chrome;Windows;other;Mar
P060259;62701;111.4;Chrome;Windows;other;Mar
P060260;45883;106;Chrome;Windows;other;Mar
P060261;43610;134.4;Chrome Mobile;Android;other;Mar
P060262;38100;125.1;Samsung Internet;Android;Samsung;Mar
P060263;39645;229;Chrome;Windows;other;Mar
P060264;71520;72.9;Chrome Mobile iOS;iOS;iPad;Mar
P060265;87523;76.5;Desconocido;Other;other;Mar
P060266;60842;125.5;Mobile Safari;iOS;iPhone;Mar
P060267;95371;99;Chrome Mobile iOS;iOS;iPhone;Mar
P060268;43011;125.1;Mobile Safari;iOS;iPhone;Mar
P060269;67942;196.5;Safari;Mac OS X;other;Mar
P060270;77679;101.2;Chrome;Windows;other;Mar
P060271;74120;53;Chrome;Windows;other;Mar
P060272;41679;84;Chrome;Windows;other;Mar
P060273;34882;179.4;Desconocido;Other;iOS;Mar
P060274;37405;97.5;Firefox;Windows;other;Mar
P060275;63292;150;Chrome;Windows;other;Mar
P060276;84637;199.4;Chrome Mobile;Android;other;Mar
P060277;46339;138.5;Mobile Safari;iOS;iPhone;Mar
P060278;95389;129.2;Safari;Mac OS X;other;Mar
P060279;46468;242.1;Chrome;Windows;other;Mar
P060280;61197;70;Edge;Windows;other;Mar
P060281;84538;159.9;Mobile Safari;iOS;iPhone;Mar
P060282;92327;98;Mobile Safari;iOS;iPhone;Mar
P060283;45870;155.1;Facebook;iOS;iPhone;Mar
P060284;45870;117;Facebook;iOS;iPhone;Mar
P060285;35802;60;Chrome;Windows;other;Mar
P060286;40973;158.3;Chrome Mobile;Android;other;Mar
P060287;35744;223.8;Mobile Safari;iOS;iPhone;Mar
P060288;85282;59;Mobile Safari;iOS;iPhone;Mar
P060289;67606;106.3;Chrome Mobile;Android;other;Mar
P060290;43902;110.8;Mobile Safari;iOS;iPhone;Mar
P060291;34024;132.8;Chrome;Windows;other;Mar
P060292;40155;154.5;Mobile Safari;iOS;iPhone;Mar
P060293;59413;200.6;Chrome;Mac OS X;other;Mar
P060294;41810;343;Mobile Safari;iOS;iPhone;Mar
P060295;35189;57;Chrome;Windows;other;Mar
P060296;41649;296;Mobile Safari;iOS;iPhone;Mar
P060297;34884;56.6;Chrome;Windows;other;Mar
P060298;43472;165.2;Mobile Safari;iOS;iPhone;Mar
P060299;35566;64.8;Chrome;Windows;other;Mar
P060300;54035;75.9;Chrome Mobile;Android;other;Mar
P060301;79190;57;Chrome Mobile;Android;other;Mar
P060302;85365;54.8;Desconocido;Other;other;Mar
P060303;63022;140.6;Desconocido;Other;iOS;Mar
P060304;61580;55;Chrome Mobile;Android;other;Mar
P060305;55207;146.9;Chrome;Windows;other;Mar
P060306;49148;149.9;Chrome;Windows;other;Mar
P060307;64609;140;Chrome;Linux;other;Mar
P060308;67572;58;Chrome;Windows;other;Mar
P060309;63157;55.8;Chrome Mobile;Android;other;Mar
P060310;38331;97.8;Chrome;Windows;other;Mar
P060311;63668;98.8;Chrome;Windows;other;Mar
P060312;37425;120;Chrome;Mac OS X;other;Mar
P060313;60609;105.9;Safari;Mac OS X;other;Mar
P060314;44568;157.8;Chrome;Mac OS X;other;Mar
P060315;51439;77;Chrome;Windows;other;Mar
P060316;37938;220;Safari;Mac OS X;other;Mar
P060317;39212;64.9;Chrome;Mac OS X;other;Mar
P060318;38331;88.6;Chrome;Windows;other;Mar
P060319;74194;76.2;Chrome;Windows;other;Mar
P060320;76249;94.4;Chrome;Windows;other;Mar
P060321;93994;58;Chrome Mobile;Android;LG;Mar
P060322;48085;162.5;Chrome Mobile;Android;other;Mar
P060323;75005;54.4;Desconocido;Other;other;Mar
P060324;69905;102.3;Chrome Mobile;Android;other;Mar
P060325;93547;59.9;Chrome Mobile;Android;other;Mar
P060326;66353;69;Chrome;Windows;other;Mar
P060327;70137;61.1;Chrome;Mac OS X;other;Mar
P060328;64384;231;Mobile Safari;iOS;iPhone;Mar
P060329;61533;178.9;Desconocido;Other;other;Mar
P060330;36585;88.8;Chrome;Windows;other;Mar
P060331;46584;56;Chrome;Windows;other;Mar
P060332;95414;83.8;Mobile Safari;iOS;iPhone;Mar
P060333;44428;136.2;Desconocido;Other;iOS;Mar
P060334;50602;84;Chrome;Windows;other;Mar
P060335;45912;61;Chrome;Windows;other;Mar
P060336;41053;170.8;Chrome;Windows;other;Mar
P060337;64320;73.8;Mobile Safari;iOS;iPhone;Mar
P060338;58670;99.8;Firefox;Windows;other;Mar
P060339;46584;66;Chrome;Windows;other;Mar
P060340;56398;71.9;Chrome Mobile;Android;other;Mar
P060341;58866;208.1;Chrome;Windows;other;Mar
P060342;51093;135;Chrome;Windows;other;Mar
P060343;40904;62;Chrome Mobile;Android;other;Mar
P060344;42474;115.8;Edge;Windows;other;Mar
P060345;45990;165.8;Mobile Safari;iOS;iPhone;Mar
P060346;95421;69.7;Mobile Safari;iOS;iPhone;Mar
P060347;51661;126.9;Desconocido;Other;iOS;Mar
P060348;64655;159.6;Mobile Safari;iOS;iPhone;Mar
P060349;63222;105.8;Chrome Mobile iOS;iOS;iPhone;Mar
P060350;41225;88;Safari;Mac OS X;other;Mar
P060351;33729;56;Chrome Mobile;Android;other;Mar
P060352;36897;72;Chrome Mobile;Android;other;Mar
P060353;79714;103.4;Safari;Mac OS X;other;Mar
P060354;66937;56;Chrome Mobile;Android;other;Mar
P060355;68997;84.5;Chrome;Windows;other;Mar
P060356;34951;116.1;Safari;Mac OS X;other;Mar
P060357;66320;81;Mobile Safari;iOS;iPhone;Mar
P060358;72407;229.6;Mobile Safari;iOS;iPhone;Mar
P060359;95433;79.8;Desconocido;Other;iOS;Mar
P060360;50446;99;Chrome;Windows;other;Mar
P060361;69005;86.4;Mobile Safari;iOS;iPhone;Mar
P060362;73077;73.3;Firefox;Windows;other;Mar
P060363;60100;51.2;Chrome;Windows;other;Mar
